Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_291.jpg;0;0;0;0;99.66999;85.589;0.0002319584;286.8638;5.81913E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_341.jpg;0;0;0;0;99.66999;85.589;0.0002321891;286.8638;5.919787E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_390.jpg;0;0;0;0;99.66999;85.589;0.0002325215;286.8638;5.978405E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_440.jpg;0;0;0;0;99.66999;85.589;0.0002327326;286.8638;5.947106E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_491.jpg;0;0;0;0;99.66999;85.589;0.0002333504;286.8638;5.747635E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_541.jpg;0;0;0;0;99.66999;85.589;0.0002337531;286.8638;5.553078E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_590.jpg;0;0;0;0;99.66999;85.589;0.0002343435;286.8638;5.168863E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_641.jpg;0;0;0;0;99.66999;85.589;0.0002347305;286.8638;4.868734E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_691.jpg;0;0;0;0;99.66999;85.589;0.0002352974;286.8638;4.326166E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_740.jpg;0;0;0;0;99.66999;85.589;0.0002356689;286.8638;3.920475E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_790.jpg;0;0;0;0;99.66999;85.589;0.0002362123;286.8638;3.219554E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_840.jpg;0;0;0;0;99.66999;85.589;0.000236568;286.8638;2.708294E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_890.jpg;0;0;0;0;99.66999;85.589;0.0002370919;286.8638;1.875414E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_941.jpg;0;0;0;0;99.66999;85.589;0.0002374359;286.8638;1.284972E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_08_990.jpg;0;0;0;0;99.66999;85.589;0.0002379402;286.8638;3.201325E-07
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_041.jpg;0;0;0;0;99.66999;85.589;0.0002382764;286.8638;-3.23093E-07
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_090.jpg;0;0;0;0;99.66999;85.589;0.0002387807;286.8638;-1.287933E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_141.jpg;0;0;0;0;99.66999;85.589;0.0002390114;286.8638;-1.915503E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_191.jpg;0;0;0;0;99.66999;85.589;0.000239199;286.8638;-2.833395E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_241.jpg;0;0;0;0;99.66999;85.589;0.0002393319;286.8638;-3.392534E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_291.jpg;0;0.09769803;0;0;99.66998;85.58904;0.0001366716;286.8638;-3.061953E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_341.jpg;0;0.247353;0;0.02712404;99.67038;85.58774;0.02965239;286.8619;-3.535157E-06
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_390.jpg;0;0.397881;0;0.01830057;99.6709;85.58601;0.06669147;286.9333;-0.0002176791
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_441.jpg;0;0.5470349;0;0.03520978;99.6717;85.58337;0.1237018;286.9771;-0.0002391605
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_491.jpg;0;0.698574;0;0.05850323;99.67338;85.57789;0.2355791;287.1291;-0.0006858595
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_541.jpg;0;0.850092;0;0.08664273;99.67486;85.57305;0.3294973;287.101;-0.0005500462
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_591.jpg;0;1;0;0.1391204;99.67825;85.56199;0.5318555;287.0212;0.0005138204
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_641.jpg;0;1;0;0.1700969;99.68102;85.55286;0.6810927;287.0349;-0.0005335395
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_691.jpg;0;1;0;0.2278646;99.68601;85.53632;0.9273131;286.9095;-5.566266E-05
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_741.jpg;0;1;0;0.2531393;99.6899;85.52351;1.100682;286.9166;-0.0003327662
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_790.jpg;0;1;0;0.2978176;99.69592;85.50332;1.295718;286.9518;-0.002793648
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_841.jpg;0;1;0;0.3391187;99.69979;85.49053;1.292153;286.8984;-0.001149352
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_890.jpg;0;1;0;0.3784868;99.70612;85.46968;1.179852;286.8379;-0.001075929
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_940.jpg;0;1;0;0.4312548;99.71099;85.45353;1.129079;286.9041;-0.001218825
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_09_991.jpg;0;1;0;0.4825289;99.7191;85.42657;1.096725;287.0219;-0.001654009
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_040.jpg;0;1;0;0.5205891;99.72521;85.40644;1.11001;287.0632;-0.0002051843
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_090.jpg;0;1;0;0.5396584;99.73518;85.37348;1.164871;287.0864;-0.0004427732
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_141.jpg;0;1;0;0.5804378;99.74235;85.34996;1.212328;287.0649;7.857809E-05
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_190.jpg;0;1;0;0.6366678;99.7535;85.31316;1.237806;287.0526;-0.002485955
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_240.jpg;0;1;0;0.6734101;99.76132;85.28757;1.224003;287.1656;-0.002266126
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_291.jpg;0;1;0;0.7264551;99.77383;85.24664;1.199087;287.2754;-0.002057938
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_340.jpg;0;1;0;0.7510507;99.78269;85.21788;1.183572;287.3421;-0.001355788
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_391.jpg;0;1;0;0.7945548;99.797;85.17164;1.198298;287.4159;-0.0004585767
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_441.jpg;0;1;0;0.8429378;99.80703;85.13913;1.210222;287.4517;-0.001478412
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_491.jpg;0;1;0;0.887556;99.82299;85.08764;1.23116;287.4643;-0.0008112588
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_541.jpg;0;1;0;0.9206011;99.83406;85.05195;1.235109;287.4586;-0.0009045032
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_590.jpg;0;1;0;0.975774;99.85129;84.99639;1.225661;287.4517;-0.0008390112
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_640.jpg;0;1;0;1.007802;99.86324;84.95787;1.214319;287.4467;-0.0007802309
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_690.jpg;0;1;0;1.052194;99.88192;84.89759;1.218719;287.4405;-0.0007976583
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_741.jpg;0;1;0;1.083903;99.89488;84.85577;1.2239;287.4358;-0.0008272819
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_791.jpg;0;1;0;1.131122;99.91497;84.79094;1.223084;287.4257;-0.0008260808
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_841.jpg;0;1;0;1.159612;99.9288;84.74629;1.223763;287.4064;-0.0005436444
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_891.jpg;0;1;0;1.205918;99.95021;84.67713;1.225626;287.3713;-0.0007716677
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_941.jpg;0;1;0;1.238894;99.96497;84.62939;1.23199;287.3425;-0.0006788403
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_10_991.jpg;0;1;0;1.283057;99.98769;84.55566;1.234349;287.3188;-0.0007043132
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_041.jpg;0;1;0;1.316249;100.0033;84.50503;1.234699;287.3071;-0.0008683293
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_091.jpg;0;1;0;1.363492;100.0274;84.42672;1.238062;287.2852;-0.0009006747
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_141.jpg;0;1;0;1.396266;100.0439;84.37297;1.241683;287.2701;-0.0008706399
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_191.jpg;0;1;0;1.442119;100.0693;84.29011;1.246578;287.2558;-0.0009342093
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_241.jpg;0;1;0;1.474567;100.0867;84.23335;1.250099;287.2455;-0.0009590026
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_291.jpg;0;1;0;1.521388;100.1134;84.14606;1.251255;287.234;-0.0009348248
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_341.jpg;0;1;0;1.552381;100.1317;84.08632;1.25403;287.226;-0.0009659427
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_391.jpg;0;1;0;1.597951;100.1598;83.99445;1.260252;287.2133;-0.0009791282
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_441.jpg;0;1;0;1.628817;100.1789;83.93175;1.263732;287.2059;-0.0009904313
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_491.jpg;0;1;0;1.675776;100.2083;83.83551;1.267139;287.1961;-0.001000627
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_541.jpg;0;1;0;1.706477;100.2283;83.76987;1.269387;287.1888;-0.001049572
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_591.jpg;0;1;0;1.751665;100.259;83.66922;1.272567;287.1768;-0.00100155
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_641.jpg;0;1;0;1.782777;100.2799;83.60065;1.275932;287.1703;-0.001058862
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_691.jpg;0;1;0;1.827748;100.3119;83.49559;1.279727;287.1585;-0.001056422
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_740.jpg;0;1;0;1.858684;100.3337;83.4241;1.282787;287.152;-0.001101657
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_791.jpg;0;1;0;1.903985;100.367;83.31468;1.288089;287.141;-0.001096015
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_841.jpg;0;1;0;1.934209;100.3896;83.24026;1.292897;287.1323;-0.001112724
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_891.jpg;0;1;0;1.979286;100.4241;83.12653;1.296798;287.1212;-0.001115274
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_941.jpg;0;1;0;2.008518;100.4476;83.0493;1.297202;287.1142;-0.001109576
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_11_991.jpg;0;1;0;2.053884;100.4834;82.93126;1.301307;287.1039;-0.00116322
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_041.jpg;0;1;0;2.083782;100.5077;82.85113;1.304083;287.0953;-0.001147489
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_091.jpg;0;1;0;2.127552;100.5448;82.72884;1.306381;287.0847;-0.001172643
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_140.jpg;0;1;0;2.157821;100.5699;82.64586;1.309693;287.0767;-0.001189137
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_190.jpg;0;1;0;2.201364;100.6082;82.51933;1.311849;287.0662;-0.00119641
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_240.jpg;0;1;0;2.231472;100.6342;82.43352;1.314551;287.0581;-0.001212398
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_291.jpg;0;1;0;2.274778;100.6737;82.30276;1.315305;287.0474;-0.001214746
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_340.jpg;0;1;0;2.304709;100.7005;82.21416;1.31699;287.0391;-0.001245678
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_390.jpg;0;1;0;2.348276;100.7413;82.07911;1.323221;287.0276;-0.001272969
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_440.jpg;0;1;0;2.377259;100.7689;81.98773;1.325054;287.0215;-0.001266245
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_491.jpg;-2.203424;0.8531051;0;2.418888;100.8102;81.84861;1.321582;286.8985;-0.0007630497
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_540.jpg;-4.475791;0.7016139;0;2.44257;100.8372;81.75455;1.317984;286.6613;0.000326001
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_591.jpg;-3.667052;0.55099;0;2.467694;100.8766;81.61197;1.306049;286.1103;0.0007996999
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_641.jpg;-1.405756;0.400237;0;2.480673;100.9029;81.51642;1.292355;285.8356;-5.767106E-05
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_690.jpg;0;0.252358;0;2.491328;100.9431;81.3731;1.252339;285.6861;-0.001490031
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_740.jpg;0;0.1015839;0;2.494108;100.9699;81.27778;1.208192;285.6635;-0.00179275
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_791.jpg;0;0;0;2.489675;101.0098;81.13557;1.10844;285.6561;-0.001824562
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_840.jpg;0;0;0;2.484764;101.0363;81.04137;1.021627;285.656;-0.001715104
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_891.jpg;0;0;0;2.476971;101.0758;80.90083;0.8681754;285.6576;-0.001470554
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_940.jpg;0;0;0;2.471757;101.102;80.80759;0.7546117;285.6589;-0.001254362
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_12_991.jpg;-1.543858;0;0;2.463829;101.1408;80.66821;0.5737694;285.61;-0.002826992
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_041.jpg;-3.761098;0;0;2.458294;101.1657;80.5754;0.4473163;285.4351;359.9763
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_091.jpg;-6.025095;0;0;2.448946;101.2004;80.43618;0.2490676;284.8759;359.8943
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_141.jpg;-8.253404;0;0;2.442396;101.2216;80.34335;0.1115558;284.317;359.8042
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_191.jpg;-10.52739;0;0;2.430968;101.2502;80.20383;359.915;283.1852;359.6249
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_241.jpg;-11.27493;0;0;2.422283;101.2672;80.11031;359.8173;282.2878;359.4903
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_291.jpg;-9.050846;0;0;2.4111;101.2903;79.96962;359.7064;280.9777;359.2809
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_341.jpg;-6.808766;0;0;2.404656;101.3051;79.8755;359.6652;280.2427;359.1653
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_391.jpg;-4.527808;0;0;2.395916;101.3277;79.73325;359.6946;279.4432;359.0909
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_441.jpg;-2.272813;0;0;2.38917;101.3428;79.63768;359.773;279.0985;359.1031
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_491.jpg;-0.03230721;0;0;2.379261;101.3652;79.4947;359.8893;278.8632;359.1495
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_540.jpg;0;0;0;2.373912;101.3801;79.39987;359.9518;278.8254;359.1904
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_591.jpg;0;0;0;2.366153;101.4022;79.25839;0.02275265;278.8112;359.2593
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_641.jpg;0;0;0;2.360999;101.4168;79.16457;0.05559232;278.8092;359.3097
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_691.jpg;0;0;0;2.353288;101.4386;79.02456;0.08404788;278.8086;359.3914
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_741.jpg;0;0;0;2.348155;101.453;78.93169;0.0907293;278.8083;359.4483
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_791.jpg;0;0;0;2.340464;101.4745;78.79305;0.0835724;278.8081;359.5362
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_841.jpg;0;0;0;2.335338;101.4888;78.70105;0.06852452;278.808;359.5956
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_891.jpg;0;0;0;2.327643;101.51;78.56367;0.03269958;278.8077;359.6846
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_941.jpg;2.270297;0;0;2.322441;101.5246;78.47255;0.000789884;278.8784;359.7547
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_13_991.jpg;4.49163;0;0;2.313683;101.5484;78.33678;359.9419;279.2518;359.9
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_14_041.jpg;6.754862;0;0;2.307496;101.5657;78.24697;359.8965;279.6827;0.02652859
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_14_090.jpg;6.015328;0.147588;0;2.299021;101.5939;78.11312;359.8269;280.5209;0.2526167
/Users/troy/Projects/RoboticsUdacity/Rover/RoboND-Rover-Project/writeup/IMG/robocam_2017_08_31_00_08_14_141.jpg;3.720329;0.300588;0;2.298989;101.6126;78.02334;359.8124;280.9765;0.3698304
